starttime	ttime	endtime
1704062319.4430313	5.698204040527344e-05	1704062319.4430883
1704062319.4430916	5.7220458984375e-05	1704062319.4431489
1704062319.443152	5.7220458984375e-05	1704062319.4432092
1704062319.4432123	5.53131103515625e-05	1704062319.4432676
1704062319.4432704	5.650520324707031e-05	1704062319.443327
1704062319.44333	6.0558319091796875e-05	1704062319.4433906
1704062319.443394	6.175041198730469e-05	1704062319.4434557
1704062319.4434593	6.794929504394531e-05	1704062319.4435272
1704062319.4435315	6.532669067382812e-05	1704062319.4435968
1704062319.4436004	6.270408630371094e-05	1704062319.4436631
1704062319.443667	6.437301635742188e-05	1704062319.4437313
1704062319.4437346	5.698204040527344e-05	1704062319.4437916
1704062319.443795	6.079673767089844e-05	1704062319.4438558
1704062319.4438627	6.508827209472656e-05	1704062319.4439278
1704062319.4439316	6.437301635742188e-05	1704062319.443996
1704062319.4439998	5.817413330078125e-05	1704062319.444058
1704062319.4440613	5.888938903808594e-05	1704062319.4441202
1704062319.4441235	5.984306335449219e-05	1704062319.4441833
1704062319.444187	6.628036499023438e-05	1704062319.4442532
1704062319.4442565	6.222724914550781e-05	1704062319.4443188
1704062319.4443223	5.8650970458984375e-05	1704062319.444381
1704062319.4443848	6.198883056640625e-05	1704062319.4444468
1704062319.4444501	5.936622619628906e-05	1704062319.4445095
1704062319.444513	5.9604644775390625e-05	1704062319.4445727
1704062319.444576	6.198883056640625e-05	1704062319.444638
1704062319.4446414	6.0558319091796875e-05	1704062319.444702
1704062319.4447057	6.246566772460938e-05	1704062319.4447682
1704062319.4447722	6.389617919921875e-05	1704062319.4448361
1704062319.4448426	6.747245788574219e-05	1704062319.44491
1704062319.444916	6.437301635742188e-05	1704062319.4449804
1704062319.4449844	6.723403930664062e-05	1704062319.4450517
1704062319.4450557	6.794929504394531e-05	1704062319.4451237
1704062319.4451275	6.914138793945312e-05	1704062319.4451966
1704062319.4452012	7.915496826171875e-05	1704062319.4452803
1704062319.4452848	8.225440979003906e-05	1704062319.445367
1704062319.4453719	8.296966552734375e-05	1704062319.4454548
1704062319.445459	7.534027099609375e-05	1704062319.4455342
1704062319.445539	8.726119995117188e-05	1704062319.4456263
1704062319.4456313	8.7738037109375e-05	1704062319.445719
1704062319.4457235	7.843971252441406e-05	1704062319.445802
1704062319.4458065	9.989738464355469e-05	1704062319.4459064
1704062319.4459114	8.368492126464844e-05	1704062319.445995
1704062319.4460006	8.106231689453125e-05	1704062319.4460816
1704062319.4460864	7.987022399902344e-05	1704062319.4461663
1704062319.4461706	8.034706115722656e-05	1704062319.446251
1704062319.446256	7.772445678710938e-05	1704062319.4463336
1704062319.4463384	8.511543273925781e-05	1704062319.4464235
1704062319.4464288	9.751319885253906e-05	1704062319.4465263
1704062319.4465315	9.012222290039062e-05	1704062319.4466217
1704062319.4466271	9.441375732421875e-05	1704062319.4467216
1704062319.4467273	9.489059448242188e-05	1704062319.4468222
1704062319.4468274	8.749961853027344e-05	1704062319.446915
1704062319.4469192	9.036064147949219e-05	1704062319.4470096
1704062319.4470146	9.1552734375e-05	1704062319.4471061
1704062319.447111	8.845329284667969e-05	1704062319.4471993
1704062319.4472036	0.000102996826171875	1704062319.4473066
1704062319.4473126	0.00010204315185546875	1704062319.4474146
1704062319.4474201	9.870529174804688e-05	1704062319.4475188
1704062319.4475245	9.751319885253906e-05	1704062319.447622
1704062319.4476283	0.00010013580322265625	1704062319.4477284
1704062319.4477334	8.702278137207031e-05	1704062319.4478204
1704062319.4478257	7.939338684082031e-05	1704062319.447905
1704062319.447909	7.128715515136719e-05	1704062319.4479804
1704062319.4479847	7.414817810058594e-05	1704062319.4480588
1704062319.4480634	7.200241088867188e-05	1704062319.4481354
1704062319.4481397	7.128715515136719e-05	1704062319.448211
1704062319.4482155	7.2479248046875e-05	1704062319.448288
1704062319.4482923	7.224082946777344e-05	1704062319.4483645
1704062319.4483685	7.176399230957031e-05	1704062319.4484403
1704062319.4484448	6.103515625e-05	1704062319.4485059
1704062319.4485092	5.507469177246094e-05	1704062319.4485643
1704062319.4485676	5.507469177246094e-05	1704062319.4486227
1704062319.4486258	5.53131103515625e-05	1704062319.448681
1704062319.4486842	5.316734313964844e-05	1704062319.4487374
1704062319.4487402	5.316734313964844e-05	1704062319.4487934
1704062319.4487965	5.4836273193359375e-05	1704062319.4488513
1704062319.4488544	5.459785461425781e-05	1704062319.448909
1704062319.4489121	5.626678466796875e-05	1704062319.4489684
1704062319.4489715	5.507469177246094e-05	1704062319.4490266
1704062319.4490297	5.53131103515625e-05	1704062319.449085
1704062319.4490883	5.412101745605469e-05	1704062319.4491425
1704062319.4491458	5.555152893066406e-05	1704062319.4492013
1704062319.4492047	5.507469177246094e-05	1704062319.4492598
1704062319.4492629	5.888938903808594e-05	1704062319.4493217
1704062319.449325	5.888938903808594e-05	1704062319.449384
1704062319.4493873	5.817413330078125e-05	1704062319.4494455
1704062319.4494493	7.176399230957031e-05	1704062319.449521
1704062319.449526	7.009506225585938e-05	1704062319.4495962
1704062319.4496002	6.771087646484375e-05	1704062319.449668
1704062319.4496717	6.699562072753906e-05	1704062319.4497387
1704062319.4497426	6.699562072753906e-05	1704062319.4498096
1704062319.4498136	6.818771362304688e-05	1704062319.4498818
1704062319.4498854	6.437301635742188e-05	1704062319.4499497
1704062319.4499536	6.532669067382812e-05	1704062319.450019
1704062319.4500225	6.389617919921875e-05	1704062319.4500864
1704062319.4500902	6.246566772460938e-05	1704062319.4501526
1704062319.4501567	6.246566772460938e-05	1704062319.4502192
1704062319.4502232	6.318092346191406e-05	1704062319.4502864
1704062319.4502904	6.937980651855469e-05	1704062319.4503598
1704062319.4503639	7.128715515136719e-05	1704062319.4504352
1704062319.4504387	6.961822509765625e-05	1704062319.4505084
1704062319.450517	8.463859558105469e-05	1704062319.4506016
1704062319.4506059	6.961822509765625e-05	1704062319.4506755
1704062319.4506795	6.890296936035156e-05	1704062319.4507484
1704062319.450752	6.365776062011719e-05	1704062319.4508157
1704062319.4508193	6.198883056640625e-05	1704062319.4508812
1704062319.4508865	6.008148193359375e-05	1704062319.4509466
1704062319.45095	5.7697296142578125e-05	1704062319.4510076
1704062319.4510107	6.341934204101562e-05	1704062319.4510741
1704062319.451078	5.9604644775390625e-05	1704062319.4511375
1704062319.451141	5.745887756347656e-05	1704062319.4511986
1704062319.4512017	5.7220458984375e-05	1704062319.451259
1704062319.451262	5.650520324707031e-05	1704062319.4513185
1704062319.4513218	5.793571472167969e-05	1704062319.4513798
1704062319.451383	6.4849853515625e-05	1704062319.451448
1704062319.4514525	7.62939453125e-05	1704062319.4515288
1704062319.4515333	7.557868957519531e-05	1704062319.451609
1704062319.4516134	7.605552673339844e-05	1704062319.4516895
1704062319.4516938	7.43865966796875e-05	1704062319.4517682
1704062319.4517732	8.440017700195312e-05	1704062319.4518576
1704062319.4518628	8.726119995117188e-05	1704062319.45195
1704062319.4519558	9.465217590332031e-05	1704062319.4520504
1704062319.4520576	9.489059448242188e-05	1704062319.4521525
1704062319.452157	7.677078247070312e-05	1704062319.4522338
1704062319.452238	7.414817810058594e-05	1704062319.4523122
1704062319.4523168	7.43865966796875e-05	1704062319.4523911
1704062319.452395	7.772445678710938e-05	1704062319.4524727
1704062319.452477	8.130073547363281e-05	1704062319.4525583
1704062319.4525623	7.200241088867188e-05	1704062319.4526343
1704062319.4526386	7.653236389160156e-05	1704062319.4527152
1704062319.4527192	5.984306335449219e-05	1704062319.452779
1704062319.4527822	5.269050598144531e-05	1704062319.4528348
1704062319.4528382	5.7220458984375e-05	1704062319.4528954
1704062319.4528987	5.7697296142578125e-05	1704062319.4529564
1704062319.4529593	5.602836608886719e-05	1704062319.4530153
1704062319.4530187	5.6743621826171875e-05	1704062319.4530754
1704062319.4530783	5.459785461425781e-05	1704062319.4531329
1704062319.4531362	5.9604644775390625e-05	1704062319.4531958
1704062319.453199	5.555152893066406e-05	1704062319.4532545
1704062319.453258	5.745887756347656e-05	1704062319.4533155
1704062319.453319	5.555152893066406e-05	1704062319.4533746
1704062319.4533782	5.650520324707031e-05	1704062319.4534347
1704062319.4534378	5.5789947509765625e-05	1704062319.4534936
1704062319.4534972	5.7220458984375e-05	1704062319.4535544
1704062319.4535575	5.650520324707031e-05	1704062319.453614
1704062319.4536176	5.7220458984375e-05	1704062319.4536748
1704062319.4536781	5.602836608886719e-05	1704062319.4537342
1704062319.4537375	5.650520324707031e-05	1704062319.453794
1704062319.4537973	5.507469177246094e-05	1704062319.4538524
1704062319.453856	5.507469177246094e-05	1704062319.453911
1704062319.4539142	5.507469177246094e-05	1704062319.4539692
1704062319.4539726	5.602836608886719e-05	1704062319.4540286
1704062319.454032	5.650520324707031e-05	1704062319.4540884
1704062319.4540918	5.6743621826171875e-05	1704062319.4541485
1704062319.4541519	6.389617919921875e-05	1704062319.4542158
1704062319.4542193	5.936622619628906e-05	1704062319.4542787
1704062319.4542818	5.364418029785156e-05	1704062319.4543355
1704062319.4543386	5.435943603515625e-05	1704062319.454393
1704062319.454396	5.4836273193359375e-05	1704062319.4544508
1704062319.454454	5.316734313964844e-05	1704062319.454507
1704062319.454513	5.745887756347656e-05	1704062319.4545705
1704062319.454582	5.888938903808594e-05	1704062319.4546409
1704062319.4546442	6.67572021484375e-05	1704062319.454711
1704062319.4547155	7.224082946777344e-05	1704062319.4547877
1704062319.4547908	5.435943603515625e-05	1704062319.4548452
1704062319.4548483	5.53131103515625e-05	1704062319.4549036
1704062319.4549084	5.817413330078125e-05	1704062319.4549665
1704062319.4549701	5.7220458984375e-05	1704062319.4550273
1704062319.4550314	6.008148193359375e-05	1704062319.4550915
1704062319.4550953	5.984306335449219e-05	1704062319.4551551
1704062319.4551587	6.461143493652344e-05	1704062319.4552233
1704062319.455227	6.0558319091796875e-05	1704062319.4552875
1704062319.455291	5.9604644775390625e-05	1704062319.4553506
1704062319.4553542	6.413459777832031e-05	1704062319.4554183
1704062319.4554222	6.604194641113281e-05	1704062319.4554882
1704062319.4554925	6.67572021484375e-05	1704062319.4555593
1704062319.4555626	6.341934204101562e-05	1704062319.455626
1704062319.4556298	7.891654968261719e-05	1704062319.4557087
1704062319.4557128	7.295608520507812e-05	1704062319.4557858
1704062319.4557893	8.130073547363281e-05	1704062319.4558706
1704062319.4558744	6.198883056640625e-05	1704062319.4559364
1704062319.45594	6.580352783203125e-05	1704062319.4560058
1704062319.4560091	5.888938903808594e-05	1704062319.456068
1704062319.4560845	6.151199340820312e-05	1704062319.456146
1704062319.4561498	5.9604644775390625e-05	1704062319.4562094
1704062319.4562128	6.127357482910156e-05	1704062319.456274
1704062319.4562778	6.246566772460938e-05	1704062319.4563403
1704062319.456344	6.103515625e-05	1704062319.456405
1704062319.4564085	6.437301635742188e-05	1704062319.4564729
1704062319.4564767	6.604194641113281e-05	1704062319.4565427
1704062319.4565468	8.511543273925781e-05	1704062319.456632
1704062319.4566371	0.00010013580322265625	1704062319.4567373
1704062319.4567423	9.322166442871094e-05	1704062319.4568355
1704062319.4568405	9.107589721679688e-05	1704062319.4569316
1704062319.456937	9.560585021972656e-05	1704062319.4570327
1704062319.4570384	0.00010585784912109375	1704062319.4571443
1704062319.4571507	0.00010704994201660156	1704062319.4572577
1704062319.4572647	9.870529174804688e-05	1704062319.4573634
1704062319.457369	9.560585021972656e-05	1704062319.4574647
1704062319.457471	9.5367431640625e-05	1704062319.4575663
1704062319.457571	7.963180541992188e-05	1704062319.4576507
1704062319.4576552	7.963180541992188e-05	1704062319.4577348
1704062319.4577396	7.843971252441406e-05	1704062319.457818
1704062319.4578226	7.915496826171875e-05	1704062319.4579017
1704062319.4579062	8.034706115722656e-05	1704062319.4579866
1704062319.4579906	7.581710815429688e-05	1704062319.4580665
1704062319.4580698	5.984306335449219e-05	1704062319.4581296
1704062319.4581327	5.888938903808594e-05	1704062319.4581916
1704062319.4581947	5.888938903808594e-05	1704062319.4582536
1704062319.4582572	6.031990051269531e-05	1704062319.4583175
1704062319.458321	6.270408630371094e-05	1704062319.4583838
1704062319.4583874	6.628036499023438e-05	1704062319.4584537
1704062319.458458	9.179115295410156e-05	1704062319.4585497
1704062319.4585538	7.390975952148438e-05	1704062319.4586277
1704062319.458632	7.462501525878906e-05	1704062319.4587066
1704062319.4587114	7.510185241699219e-05	1704062319.4587865
1704062319.458791	7.176399230957031e-05	1704062319.4588628
1704062319.4588726	7.367134094238281e-05	1704062319.4589462
1704062319.4589503	7.176399230957031e-05	1704062319.459022
1704062319.4590259	6.961822509765625e-05	1704062319.4590955
1704062319.4590995	7.224082946777344e-05	1704062319.4591718
1704062319.4591758	6.699562072753906e-05	1704062319.4592428
1704062319.4592462	7.414817810058594e-05	1704062319.4593203
1704062319.459325	8.654594421386719e-05	1704062319.4594116
1704062319.4594166	8.96453857421875e-05	1704062319.4595063
1704062319.4595113	9.369850158691406e-05	1704062319.459605
1704062319.4596107	8.916854858398438e-05	1704062319.4596999
1704062319.459705	8.797645568847656e-05	1704062319.459793
1704062319.459798	8.702278137207031e-05	1704062319.4598851
1704062319.4598897	7.939338684082031e-05	1704062319.459969
1704062319.459973	7.939338684082031e-05	1704062319.4600525
1704062319.4600573	9.393692016601562e-05	1704062319.4601512
1704062319.4601562	8.082389831542969e-05	1704062319.460237
1704062319.4602413	8.797645568847656e-05	1704062319.4603293
1704062319.460334	8.249282836914062e-05	1704062319.4604166
1704062319.4604213	8.988380432128906e-05	1704062319.4605112
1704062319.4605157	8.058547973632812e-05	1704062319.4605963
1704062319.4606009	9.1552734375e-05	1704062319.4606924
1704062319.460698	8.440017700195312e-05	1704062319.4607823
1704062319.4607873	7.867813110351562e-05	1704062319.460866
1704062319.4608707	8.034706115722656e-05	1704062319.460951
1704062319.4609554	6.699562072753906e-05	1704062319.4610224
1704062319.461026	5.459785461425781e-05	1704062319.4610806
1704062319.4610837	5.054473876953125e-05	1704062319.4611342
1704062319.4611368	5.0067901611328125e-05	1704062319.461187
1704062319.4611893	4.982948303222656e-05	1704062319.461239
1704062319.461242	5.078315734863281e-05	1704062319.4612927
1704062319.4612958	5.14984130859375e-05	1704062319.4613473
1704062319.4613502	5.173683166503906e-05	1704062319.461402
1704062319.4614046	5.054473876953125e-05	1704062319.461455
1704062319.461458	5.030632019042969e-05	1704062319.4615083
1704062319.4615114	5.0067901611328125e-05	1704062319.4615614
1704062319.4615643	5.078315734863281e-05	1704062319.461615
1704062319.461618	4.935264587402344e-05	1704062319.4616673
1704062319.46167	5.054473876953125e-05	1704062319.4617205
1704062319.461723	6.270408630371094e-05	1704062319.4617858
1704062319.4617891	6.079673767089844e-05	1704062319.46185
1704062319.4618533	5.8650970458984375e-05	1704062319.461912
1704062319.4619155	6.628036499023438e-05	1704062319.4619818
1704062319.4619875	7.605552673339844e-05	1704062319.4620636
1704062319.4620686	7.772445678710938e-05	1704062319.4621463
1704062319.4621508	7.534027099609375e-05	1704062319.4622262
1704062319.4622302	8.0108642578125e-05	1704062319.4623103
1704062319.4623148	7.510185241699219e-05	1704062319.46239
1704062319.4623945	7.653236389160156e-05	1704062319.462471
1704062319.4624755	8.559226989746094e-05	1704062319.4625611
1704062319.4625657	7.748603820800781e-05	1704062319.4626431
1704062319.4626472	7.43865966796875e-05	1704062319.4627216
1704062319.4627259	6.914138793945312e-05	1704062319.462795
1704062319.4627988	6.437301635742188e-05	1704062319.4628632
1704062319.462867	6.389617919921875e-05	1704062319.462931
1704062319.4629347	6.318092346191406e-05	1704062319.462998
1704062319.4630013	6.031990051269531e-05	1704062319.4630616
1704062319.4630654	6.0558319091796875e-05	1704062319.463126
1704062319.4631295	5.888938903808594e-05	1704062319.4631884
1704062319.4631915	5.364418029785156e-05	1704062319.4632452
1704062319.46325	5.1021575927734375e-05	1704062319.463301
1704062319.463304	5.340576171875e-05	1704062319.4633574
1704062319.4633646	6.198883056640625e-05	1704062319.4634266
1704062319.4634302	5.841255187988281e-05	1704062319.4634886
1704062319.463492	6.222724914550781e-05	1704062319.4635541
1704062319.463558	6.461143493652344e-05	1704062319.4636226
1704062319.463627	6.628036499023438e-05	1704062319.4636934
1704062319.463697	6.723403930664062e-05	1704062319.4637642
1704062319.463768	8.535385131835938e-05	1704062319.4638534
1704062319.4638608	6.413459777832031e-05	1704062319.463925
1704062319.4639285	6.556510925292969e-05	1704062319.463994
1704062319.4639978	7.009506225585938e-05	1704062319.464068
1704062319.4640708	6.29425048828125e-05	1704062319.4641337
1704062319.4641378	6.842613220214844e-05	1704062319.4642062
1704062319.4642103	6.4849853515625e-05	1704062319.4642751
1704062319.4642787	6.127357482910156e-05	1704062319.46434
1704062319.4643435	6.0558319091796875e-05	1704062319.464404
1704062319.464408	5.984306335449219e-05	1704062319.4644678
1704062319.4644713	8.273124694824219e-05	1704062319.464554
1704062319.4645588	8.511543273925781e-05	1704062319.464644
1704062319.4646487	8.702278137207031e-05	1704062319.4647357
1704062319.4647408	9.822845458984375e-05	1704062319.464839
1704062319.464844	8.702278137207031e-05	1704062319.464931
1704062319.4649365	8.821487426757812e-05	1704062319.4650247
1704062319.46503	8.988380432128906e-05	1704062319.4651198
1704062319.4651248	8.869171142578125e-05	1704062319.4652135
1704062319.4652185	8.940696716308594e-05	1704062319.465308
1704062319.4653134	9.799003601074219e-05	1704062319.4654114
1704062319.4654171	9.608268737792969e-05	1704062319.4655132
1704062319.4655194	8.96453857421875e-05	1704062319.465609
1704062319.4656146	8.940696716308594e-05	1704062319.465704
1704062319.465709	9.250640869140625e-05	1704062319.4658015
1704062319.4658062	8.130073547363281e-05	1704062319.4658875
1704062319.4658926	8.535385131835938e-05	1704062319.465978
1704062319.4659824	6.103515625e-05	1704062319.4660435
1704062319.4660468	6.031990051269531e-05	1704062319.4661071
1704062319.4661107	6.604194641113281e-05	1704062319.4661767
1704062319.466181	7.176399230957031e-05	1704062319.4662528
1704062319.4662573	7.295608520507812e-05	1704062319.4663303
1704062319.4663348	7.319450378417969e-05	1704062319.466408
1704062319.4664123	7.700920104980469e-05	1704062319.4664893
1704062319.4664938	8.153915405273438e-05	1704062319.4665754
1704062319.4665797	7.271766662597656e-05	1704062319.4666524
1704062319.4666562	6.222724914550781e-05	1704062319.4667184
1704062319.4667218	6.580352783203125e-05	1704062319.4667876
1704062319.4667914	6.818771362304688e-05	1704062319.4668596
1704062319.4668634	7.343292236328125e-05	1704062319.4669368
1704062319.4669404	6.723403930664062e-05	1704062319.4670076
1704062319.467012	6.628036499023438e-05	1704062319.4670782
1704062319.467082	6.413459777832031e-05	1704062319.4671462
1704062319.4671493	6.222724914550781e-05	1704062319.4672115
1704062319.467215	5.936622619628906e-05	1704062319.4672744
1704062319.4672773	5.6743621826171875e-05	1704062319.467334
1704062319.4673374	5.817413330078125e-05	1704062319.4673955
1704062319.467399	6.914138793945312e-05	1704062319.467468
1704062319.4674726	6.198883056640625e-05	1704062319.4675345
1704062319.467538	6.389617919921875e-05	1704062319.467602
1704062319.4676056	6.651878356933594e-05	1704062319.467672
1704062319.4676776	6.0558319091796875e-05	1704062319.4677382
1704062319.467742	6.985664367675781e-05	1704062319.4678118
1704062319.4678154	6.341934204101562e-05	1704062319.4678788
1704062319.4678826	8.58306884765625e-05	1704062319.4679685
1704062319.4679742	9.465217590332031e-05	1704062319.4680688
1704062319.4680743	8.749961853027344e-05	1704062319.4681618
1704062319.4681668	8.463859558105469e-05	1704062319.4682515
1704062319.468257	8.344650268554688e-05	1704062319.4683404
1704062319.4683454	8.106231689453125e-05	1704062319.4684265
1704062319.4684315	8.034706115722656e-05	1704062319.4685118
1704062319.4685166	8.058547973632812e-05	1704062319.4685972
1704062319.4686022	7.891654968261719e-05	1704062319.468681
1704062319.468686	8.082389831542969e-05	1704062319.468767
1704062319.468772	8.153915405273438e-05	1704062319.4688535
1704062319.4688578	8.606910705566406e-05	1704062319.4689438
1704062319.468949	8.845329284667969e-05	1704062319.4690375
1704062319.4690433	8.249282836914062e-05	1704062319.4691257
1704062319.4691296	6.318092346191406e-05	1704062319.4691927
1704062319.4691963	6.651878356933594e-05	1704062319.4692628
1704062319.469267	6.747245788574219e-05	1704062319.4693344
1704062319.469338	5.936622619628906e-05	1704062319.4693973
1704062319.469401	6.747245788574219e-05	1704062319.4694684
1704062319.4694722	6.699562072753906e-05	1704062319.4695392
1704062319.469543	6.890296936035156e-05	1704062319.469612
1704062319.4696155	6.794929504394531e-05	1704062319.4696834
1704062319.4696875	7.128715515136719e-05	1704062319.4697587
1704062319.4697633	7.271766662597656e-05	1704062319.469836
1704062319.4698403	7.009506225585938e-05	1704062319.4699104
1704062319.4699144	7.43865966796875e-05	1704062319.4699888
1704062319.4699934	7.748603820800781e-05	1704062319.4700708
1704062319.4700754	7.867813110351562e-05	1704062319.470154
1704062319.4701588	7.700920104980469e-05	1704062319.4702358
1704062319.4702404	6.842613220214844e-05	1704062319.4703088
1704062319.4703145	9.679794311523438e-05	1704062319.4704113
1704062319.4704168	0.00010371208190917969	1704062319.4705205
1704062319.470527	9.822845458984375e-05	1704062319.4706252
1704062319.4706304	9.1552734375e-05	1704062319.470722
1704062319.4707277	8.58306884765625e-05	1704062319.4708135
1704062319.4708183	9.226799011230469e-05	1704062319.4709105
1704062319.470916	8.273124694824219e-05	1704062319.4709988
1704062319.471003	7.748603820800781e-05	1704062319.4710805
1704062319.471085	7.557868957519531e-05	1704062319.4711607
1704062319.471165	7.581710815429688e-05	1704062319.4712408
1704062319.471245	6.818771362304688e-05	1704062319.4713132
1704062319.4713173	6.628036499023438e-05	1704062319.4713836
1704062319.4713876	6.723403930664062e-05	1704062319.4714549
1704062319.471459	6.651878356933594e-05	1704062319.4715254
1704062319.4715292	6.556510925292969e-05	1704062319.4715948
1704062319.4715986	5.91278076171875e-05	1704062319.4716578
1704062319.471661	5.2928924560546875e-05	1704062319.471714
1704062319.4717174	5.9604644775390625e-05	1704062319.471777
1704062319.4717805	5.888938903808594e-05	1704062319.4718394
1704062319.4718428	6.914138793945312e-05	1704062319.471912
1704062319.4719162	7.724761962890625e-05	1704062319.4719934
1704062319.471998	8.0108642578125e-05	1704062319.472078
1704062319.4720821	6.985664367675781e-05	1704062319.472152
1704062319.4721558	7.796287536621094e-05	1704062319.4722338
1704062319.4722376	6.890296936035156e-05	1704062319.4723065
1704062319.4723105	6.842613220214844e-05	1704062319.472379
1704062319.4723828	6.723403930664062e-05	1704062319.47245
1704062319.472454	6.794929504394531e-05	1704062319.472522
1704062319.472526	6.747245788574219e-05	1704062319.4725935
1704062319.4725976	6.866455078125e-05	1704062319.4726663
1704062319.4726698	6.508827209472656e-05	1704062319.472735
1704062319.4727383	5.841255187988281e-05	1704062319.4727967
1704062319.4728	5.817413330078125e-05	1704062319.4728582
1704062319.4728615	5.817413330078125e-05	1704062319.4729197
1704062319.4729233	5.936622619628906e-05	1704062319.4729826
1704062319.4729862	7.176399230957031e-05	1704062319.473058
1704062319.4730625	7.510185241699219e-05	1704062319.4731376
1704062319.4731424	7.319450378417969e-05	1704062319.4732156
1704062319.4732196	7.05718994140625e-05	1704062319.4732902
1704062319.473294	7.104873657226562e-05	1704062319.473365
1704062319.4733691	7.033348083496094e-05	1704062319.4734395
1704062319.4734433	7.05718994140625e-05	1704062319.4735138
1704062319.4735177	7.224082946777344e-05	1704062319.47359
1704062319.4735942	7.414817810058594e-05	1704062319.4736683
1704062319.4736724	7.43865966796875e-05	1704062319.4737468
1704062319.4737508	6.866455078125e-05	1704062319.4738195
1704062319.4738235	7.176399230957031e-05	1704062319.4738953
1704062319.4738986	5.507469177246094e-05	1704062319.4739537
1704062319.4739568	4.9591064453125e-05	1704062319.4740064
1704062319.4740093	4.887580871582031e-05	1704062319.4740582
1704062319.4740613	4.839897155761719e-05	1704062319.4741096
1704062319.4741125	5.054473876953125e-05	1704062319.474163
1704062319.474166	4.839897155761719e-05	1704062319.4742143
1704062319.4742174	5.030632019042969e-05	1704062319.4742677
1704062319.4742708	4.887580871582031e-05	1704062319.4743197
1704062319.4743223	5.030632019042969e-05	1704062319.4743726
1704062319.4743757	4.863739013671875e-05	1704062319.4744244
1704062319.4744272	4.839897155761719e-05	1704062319.4744756
1704062319.4744785	5.2928924560546875e-05	1704062319.4745314
1704062319.4745345	5.8650970458984375e-05	1704062319.4745932
1704062319.4745965	6.532669067382812e-05	1704062319.4746618
1704062319.4746659	7.534027099609375e-05	1704062319.4747412
1704062319.4747458	6.747245788574219e-05	1704062319.4748132
1704062319.4748166	6.079673767089844e-05	1704062319.4748774
1704062319.474881	6.198883056640625e-05	1704062319.474943
1704062319.474946	5.5789947509765625e-05	1704062319.4750018
1704062319.4750051	5.2928924560546875e-05	1704062319.475058
1704062319.475061	5.1975250244140625e-05	1704062319.475113
1704062319.4751158	5.507469177246094e-05	1704062319.4751709
1704062319.475174	5.602836608886719e-05	1704062319.47523
1704062319.4752328	6.127357482910156e-05	1704062319.475294
1704062319.4752972	5.5789947509765625e-05	1704062319.475353
1704062319.4753563	5.459785461425781e-05	1704062319.475411
1704062319.475414	5.555152893066406e-05	1704062319.4754696
1704062319.4754722	5.316734313964844e-05	1704062319.4755254
1704062319.4755282	5.340576171875e-05	1704062319.4755816
1704062319.4755845	5.340576171875e-05	1704062319.475638
1704062319.4756408	5.459785461425781e-05	1704062319.4756954
1704062319.4756985	5.316734313964844e-05	1704062319.4757516
1704062319.4757547	5.6743621826171875e-05	1704062319.4758115
1704062319.4758148	5.793571472167969e-05	1704062319.4758728
1704062319.475876	5.817413330078125e-05	1704062319.4759343
1704062319.4759378	6.0558319091796875e-05	1704062319.4759984
1704062319.4760022	5.841255187988281e-05	1704062319.4760606
1704062319.4760642	5.888938903808594e-05	1704062319.476123
1704062319.4761264	5.936622619628906e-05	1704062319.4761858
1704062319.4761894	6.246566772460938e-05	1704062319.4762518
1704062319.4762554	5.9604644775390625e-05	1704062319.476315
1704062319.4763184	5.412101745605469e-05	1704062319.4763725
1704062319.4763758	5.459785461425781e-05	1704062319.4764304
1704062319.4764335	5.698204040527344e-05	1704062319.4764905
1704062319.4764938	5.626678466796875e-05	1704062319.47655
1704062319.4765532	5.340576171875e-05	1704062319.4766066
1704062319.4766097	5.626678466796875e-05	1704062319.476666
1704062319.476669	5.6743621826171875e-05	1704062319.4767258
1704062319.4767292	6.198883056640625e-05	1704062319.4767911
1704062319.4767947	6.4849853515625e-05	1704062319.4768596
1704062319.4768634	6.794929504394531e-05	1704062319.4769313
1704062319.476935	6.67572021484375e-05	1704062319.4770017
1704062319.4770057	6.699562072753906e-05	1704062319.4770727
1704062319.4770768	6.556510925292969e-05	1704062319.4771423
1704062319.4771466	6.723403930664062e-05	1704062319.4772139
1704062319.4772182	7.295608520507812e-05	1704062319.477291
1704062319.4772947	6.341934204101562e-05	1704062319.477358
1704062319.4773614	5.7220458984375e-05	1704062319.4774187
1704062319.477422	5.698204040527344e-05	1704062319.477479
1704062319.4774823	5.7697296142578125e-05	1704062319.47754
1704062319.4775436	5.7697296142578125e-05	1704062319.4776013
1704062319.4776049	6.008148193359375e-05	1704062319.477665
1704062319.4776685	6.175041198730469e-05	1704062319.4777303
1704062319.4777339	6.103515625e-05	1704062319.477795
1704062319.4777985	5.793571472167969e-05	1704062319.4778564
1704062319.4778602	5.817413330078125e-05	1704062319.4779184
1704062319.477925	6.4849853515625e-05	1704062319.47799
1704062319.4779932	5.507469177246094e-05	1704062319.4780483
1704062319.4780514	6.008148193359375e-05	1704062319.4781115
1704062319.4781153	6.198883056640625e-05	1704062319.4781773
1704062319.478181	6.4849853515625e-05	1704062319.4782457
1704062319.4782495	6.628036499023438e-05	1704062319.4783158
1704062319.4783192	6.103515625e-05	1704062319.4783802
1704062319.4783838	6.246566772460938e-05	1704062319.4784462
1704062319.4784496	5.793571472167969e-05	1704062319.4785075
