starttime	seconds	ctime	dtime	ttime	wait
Sun Dec 31 15:36:38 2023	1704033398	0	10024	10024	10013
Sun Dec 31 15:44:09 2023	1704033849	0	10024	10024	10013
Sun Dec 31 15:45:09 2023	1704033909	0	10024	10024	10013
Sun Dec 31 15:43:09 2023	1704033789	0	10024	10024	10012
Sun Dec 31 15:52:31 2023	1704034351	0	10024	10024	10012
Sun Dec 31 15:47:50 2023	1704034070	0	10024	10024	10013
Sun Dec 31 15:47:30 2023	1704034050	0	10024	10024	10013
Sun Dec 31 15:45:09 2023	1704033909	0	10024	10024	10012
Sun Dec 31 15:39:19 2023	1704033559	0	10024	10024	10013
Sun Dec 31 15:40:19 2023	1704033619	0	10024	10024	10013
Sun Dec 31 15:51:40 2023	1704034300	0	10024	10024	10013
Sun Dec 31 15:49:50 2023	1704034190	0	10024	10024	10013
Sun Dec 31 15:41:19 2023	1704033679	0	10024	10024	10013
Sun Dec 31 15:40:39 2023	1704033639	0	10024	10024	10012
Sun Dec 31 15:44:49 2023	1704033889	0	10024	10024	10013
Sun Dec 31 15:48:10 2023	1704034090	0	10024	10024	10011
Sun Dec 31 15:40:19 2023	1704033619	0	10024	10024	10012
Sun Dec 31 15:52:00 2023	1704034320	0	10024	10024	10013
Sun Dec 31 15:48:30 2023	1704034110	0	10024	10024	10013
Sun Dec 31 15:50:50 2023	1704034250	0	10024	10024	10014
Sun Dec 31 15:42:19 2023	1704033739	0	10024	10024	10011
Sun Dec 31 15:46:30 2023	1704033990	0	10024	10024	10012
Sun Dec 31 15:38:39 2023	1704033519	0	10024	10024	10013
Sun Dec 31 15:37:38 2023	1704033458	0	10024	10024	10012
Sun Dec 31 15:49:50 2023	1704034190	0	10024	10024	10010
Sun Dec 31 15:45:29 2023	1704033929	0	10024	10024	10013
Sun Dec 31 15:36:28 2023	1704033388	0	10023	10024	10013
Sun Dec 31 15:44:39 2023	1704033879	0	10024	10024	10013
Sun Dec 31 15:36:28 2023	1704033388	1	10023	10024	10012
Sun Dec 31 15:46:00 2023	1704033960	0	10024	10024	10013
Sun Dec 31 15:37:48 2023	1704033468	0	10024	10024	10013
Sun Dec 31 15:40:29 2023	1704033629	0	10024	10024	10013
Sun Dec 31 15:51:50 2023	1704034310	0	10024	10024	10013
Sun Dec 31 15:50:20 2023	1704034220	0	10024	10024	10011
Sun Dec 31 15:48:00 2023	1704034080	0	10024	10024	10013
Sun Dec 31 15:46:40 2023	1704034000	0	10024	10024	10014
Sun Dec 31 15:46:20 2023	1704033980	0	10024	10024	10013
Sun Dec 31 15:46:20 2023	1704033980	0	10024	10024	10012
Sun Dec 31 15:52:51 2023	1704034371	0	10024	10024	10013
Sun Dec 31 15:40:19 2023	1704033619	0	10024	10024	10011
Sun Dec 31 15:40:29 2023	1704033629	0	10024	10024	10014
Sun Dec 31 15:50:10 2023	1704034210	0	10024	10024	10013
Sun Dec 31 15:38:18 2023	1704033498	0	10024	10024	10011
Sun Dec 31 15:37:38 2023	1704033458	0	10024	10024	10014
Sun Dec 31 15:39:19 2023	1704033559	0	10024	10024	10011
Sun Dec 31 15:44:49 2023	1704033889	0	10024	10024	10013
Sun Dec 31 15:45:19 2023	1704033919	0	10024	10024	10013
Sun Dec 31 15:45:39 2023	1704033939	0	10024	10024	10006
Sun Dec 31 15:41:59 2023	1704033719	0	10024	10024	10012
Sun Dec 31 15:43:59 2023	1704033839	0	10024	10024	10013
Sun Dec 31 15:45:50 2023	1704033950	0	10024	10024	10011
Sun Dec 31 15:45:19 2023	1704033919	0	10024	10024	10012
Sun Dec 31 15:46:10 2023	1704033970	0	10024	10024	10010
Sun Dec 31 15:41:19 2023	1704033679	0	10024	10024	10014
Sun Dec 31 15:38:59 2023	1704033539	0	10024	10024	10014
Sun Dec 31 15:43:19 2023	1704033799	0	10024	10024	10014
Sun Dec 31 15:48:30 2023	1704034110	0	10024	10024	10013
Sun Dec 31 15:46:00 2023	1704033960	0	10024	10024	10014
Sun Dec 31 15:50:10 2023	1704034210	0	10024	10024	10014
Sun Dec 31 15:45:19 2023	1704033919	0	10024	10024	10011
Sun Dec 31 15:43:19 2023	1704033799	0	10024	10024	10013
Sun Dec 31 15:43:29 2023	1704033809	0	10024	10024	10012
Sun Dec 31 15:47:40 2023	1704034060	0	10024	10024	10012
Sun Dec 31 15:47:50 2023	1704034070	0	10024	10024	10013
Sun Dec 31 15:44:59 2023	1704033899	0	10024	10024	10013
Sun Dec 31 15:44:59 2023	1704033899	0	10024	10024	10014
Sun Dec 31 15:39:59 2023	1704033599	0	10024	10024	10013
Sun Dec 31 15:43:29 2023	1704033809	0	10024	10024	10012
Sun Dec 31 15:37:48 2023	1704033468	0	10024	10024	10012
Sun Dec 31 15:47:50 2023	1704034070	0	10024	10024	10008
Sun Dec 31 15:44:59 2023	1704033899	0	10024	10024	10013
Sun Dec 31 15:45:39 2023	1704033939	0	10024	10024	10012
Sun Dec 31 15:52:31 2023	1704034351	0	10024	10024	10013
Sun Dec 31 15:50:10 2023	1704034210	0	10024	10024	10013
Sun Dec 31 15:40:29 2023	1704033629	0	10024	10024	10012
Sun Dec 31 15:47:30 2023	1704034050	0	10024	10024	10013
Sun Dec 31 15:51:40 2023	1704034300	0	10024	10024	10014
Sun Dec 31 15:39:19 2023	1704033559	0	10024	10024	10012
Sun Dec 31 15:39:29 2023	1704033569	0	10024	10024	10013
Sun Dec 31 15:38:28 2023	1704033508	0	10024	10024	10012
Sun Dec 31 15:42:19 2023	1704033739	0	10024	10024	10013
Sun Dec 31 15:39:49 2023	1704033589	0	10024	10024	10012
Sun Dec 31 15:47:50 2023	1704034070	0	10024	10024	10014
Sun Dec 31 15:39:59 2023	1704033599	0	10024	10024	10014
Sun Dec 31 15:38:18 2023	1704033498	0	10024	10024	10013
Sun Dec 31 15:47:40 2023	1704034060	0	10024	10024	10010
Sun Dec 31 15:48:40 2023	1704034120	0	10024	10024	10012
Sun Dec 31 15:44:59 2023	1704033899	0	10024	10024	10014
Sun Dec 31 15:41:29 2023	1704033689	0	10024	10024	10014
Sun Dec 31 15:41:09 2023	1704033669	0	10024	10024	10014
Sun Dec 31 15:51:40 2023	1704034300	0	10024	10024	10013
Sun Dec 31 15:39:49 2023	1704033589	0	10024	10024	10012
Sun Dec 31 15:49:30 2023	1704034170	0	10024	10025	10014
Sun Dec 31 15:37:38 2023	1704033458	0	10024	10025	10011
Sun Dec 31 15:51:50 2023	1704034310	0	10024	10025	10013
Sun Dec 31 15:41:29 2023	1704033689	0	10024	10025	10013
Sun Dec 31 15:39:29 2023	1704033569	0	10024	10025	10014
Sun Dec 31 15:50:50 2023	1704034250	0	10024	10025	10014
Sun Dec 31 15:38:28 2023	1704033508	0	10025	10025	10012
Sun Dec 31 15:51:00 2023	1704034260	0	10025	10025	10014
Sun Dec 31 15:50:40 2023	1704034240	0	10024	10025	10013
Sun Dec 31 15:50:00 2023	1704034200	0	10025	10025	10013
Sun Dec 31 15:38:39 2023	1704033519	0	10025	10025	10013
Sun Dec 31 15:48:10 2023	1704034090	0	10025	10025	10013
Sun Dec 31 15:50:50 2023	1704034250	0	10025	10025	10014
Sun Dec 31 15:46:10 2023	1704033970	0	10025	10025	10014
Sun Dec 31 15:50:40 2023	1704034240	0	10025	10025	10012
Sun Dec 31 15:42:29 2023	1704033749	0	10025	10025	10010
Sun Dec 31 15:38:18 2023	1704033498	0	10025	10025	10013
Sun Dec 31 15:53:01 2023	1704034381	0	10025	10025	10014
Sun Dec 31 15:52:21 2023	1704034341	0	10025	10025	10010
Sun Dec 31 15:40:29 2023	1704033629	0	10025	10025	10013
Sun Dec 31 15:50:50 2023	1704034250	0	10025	10025	10012
Sun Dec 31 15:52:10 2023	1704034330	0	10025	10025	10012
Sun Dec 31 15:50:20 2023	1704034220	0	10025	10025	10014
Sun Dec 31 15:52:31 2023	1704034351	0	10025	10025	10013
Sun Dec 31 15:37:38 2023	1704033458	0	10025	10025	10013
Sun Dec 31 15:48:30 2023	1704034110	0	10025	10025	10014
Sun Dec 31 15:40:09 2023	1704033609	0	10025	10025	10013
Sun Dec 31 15:39:09 2023	1704033549	0	10025	10025	10012
Sun Dec 31 15:45:19 2023	1704033919	0	10025	10025	10012
Sun Dec 31 15:45:19 2023	1704033919	0	10025	10025	10008
Sun Dec 31 15:50:50 2023	1704034250	0	10025	10025	10012
Sun Dec 31 15:40:39 2023	1704033639	0	10025	10025	10014
Sun Dec 31 15:42:39 2023	1704033759	0	10025	10025	10012
Sun Dec 31 15:45:50 2023	1704033950	0	10025	10025	10014
Sun Dec 31 15:52:41 2023	1704034361	0	10025	10025	10011
Sun Dec 31 15:46:10 2023	1704033970	0	10025	10025	10011
Sun Dec 31 15:39:59 2023	1704033599	0	10025	10025	10014
Sun Dec 31 15:44:29 2023	1704033869	0	10025	10025	10014
Sun Dec 31 15:44:39 2023	1704033879	0	10025	10025	10014
Sun Dec 31 15:52:51 2023	1704034371	0	10025	10025	10011
Sun Dec 31 15:42:09 2023	1704033729	0	10025	10025	10012
Sun Dec 31 15:41:39 2023	1704033699	0	10025	10025	10011
Sun Dec 31 15:48:10 2023	1704034090	0	10025	10025	10013
Sun Dec 31 15:39:09 2023	1704033549	0	10025	10025	10011
Sun Dec 31 15:40:19 2023	1704033619	0	10025	10025	10014
Sun Dec 31 15:48:30 2023	1704034110	0	10025	10025	10013
Sun Dec 31 15:50:00 2023	1704034200	0	10025	10025	10014
Sun Dec 31 15:42:49 2023	1704033769	0	10025	10025	10013
Sun Dec 31 15:37:38 2023	1704033458	0	10025	10025	10013
Sun Dec 31 15:51:40 2023	1704034300	0	10025	10025	10014
Sun Dec 31 15:50:10 2023	1704034210	0	10025	10025	10013
Sun Dec 31 15:51:10 2023	1704034270	0	10025	10025	10014
Sun Dec 31 15:44:19 2023	1704033859	0	10025	10025	10014
Sun Dec 31 15:50:00 2023	1704034200	0	10025	10025	10012
Sun Dec 31 15:47:30 2023	1704034050	0	10025	10025	10012
Sun Dec 31 15:44:09 2023	1704033849	0	10025	10025	10011
Sun Dec 31 15:51:30 2023	1704034290	0	10025	10025	10014
Sun Dec 31 15:36:28 2023	1704033388	0	10025	10025	10014
Sun Dec 31 15:50:50 2023	1704034250	0	10025	10025	10014
Sun Dec 31 15:44:59 2023	1704033899	0	10025	10025	10013
Sun Dec 31 15:43:19 2023	1704033799	0	10025	10025	10014
Sun Dec 31 15:47:00 2023	1704034020	0	10025	10025	10014
Sun Dec 31 15:46:40 2023	1704034000	0	10025	10025	10013
Sun Dec 31 15:51:00 2023	1704034260	0	10025	10025	10014
Sun Dec 31 15:50:30 2023	1704034230	0	10025	10025	10014
Sun Dec 31 15:36:38 2023	1704033398	0	10025	10025	10014
Sun Dec 31 15:47:40 2023	1704034060	0	10025	10025	10015
Sun Dec 31 15:36:48 2023	1704033408	0	10025	10025	10011
Sun Dec 31 15:48:00 2023	1704034080	0	10025	10025	10013
Sun Dec 31 15:42:39 2023	1704033759	0	10025	10025	10013
Sun Dec 31 15:44:59 2023	1704033899	0	10025	10025	10014
Sun Dec 31 15:43:29 2023	1704033809	0	10025	10025	10013
Sun Dec 31 15:50:30 2023	1704034230	0	10025	10025	10015
Sun Dec 31 15:45:19 2023	1704033919	0	10025	10025	10015
Sun Dec 31 15:48:30 2023	1704034110	0	10025	10025	10012
Sun Dec 31 15:45:39 2023	1704033939	0	10025	10025	10009
Sun Dec 31 15:41:39 2023	1704033699	0	10025	10025	10015
Sun Dec 31 15:43:39 2023	1704033819	0	10025	10025	10014
Sun Dec 31 15:50:40 2023	1704034240	0	10025	10025	10015
Sun Dec 31 15:52:31 2023	1704034351	0	10025	10025	10014
Sun Dec 31 15:42:49 2023	1704033769	0	10025	10025	10014
Sun Dec 31 15:40:09 2023	1704033609	0	10025	10025	10013
Sun Dec 31 15:46:20 2023	1704033980	0	10025	10025	10014
Sun Dec 31 15:46:50 2023	1704034010	0	10025	10025	10014
Sun Dec 31 15:52:10 2023	1704034330	0	10025	10025	10014
Sun Dec 31 15:47:40 2023	1704034060	0	10025	10025	10013
Sun Dec 31 15:49:30 2023	1704034170	0	10025	10025	10014
Sun Dec 31 15:49:50 2023	1704034190	0	10025	10025	10011
Sun Dec 31 15:43:39 2023	1704033819	0	10025	10025	10013
Sun Dec 31 15:36:38 2023	1704033398	0	10025	10025	10012
Sun Dec 31 15:37:48 2023	1704033468	0	10025	10025	10013
Sun Dec 31 15:43:59 2023	1704033839	0	10025	10025	10014
Sun Dec 31 15:50:50 2023	1704034250	0	10025	10025	10013
Sun Dec 31 15:52:31 2023	1704034351	0	10025	10025	10007
Sun Dec 31 15:49:00 2023	1704034140	0	10025	10025	10015
Sun Dec 31 15:42:19 2023	1704033739	0	10025	10025	10014
Sun Dec 31 15:51:50 2023	1704034310	0	10025	10025	10014
Sun Dec 31 15:48:30 2023	1704034110	0	10025	10025	10014
Sun Dec 31 15:50:10 2023	1704034210	0	10025	10025	10015
Sun Dec 31 15:51:40 2023	1704034300	0	10025	10025	10013
Sun Dec 31 15:42:49 2023	1704033769	0	10025	10025	10013
Sun Dec 31 15:43:49 2023	1704033829	0	10025	10025	10012
Sun Dec 31 15:52:41 2023	1704034361	0	10025	10025	10014
Sun Dec 31 15:48:20 2023	1704034100	0	10025	10025	10013
Sun Dec 31 15:44:29 2023	1704033869	0	10025	10025	10013
Sun Dec 31 15:49:40 2023	1704034180	0	10025	10025	10015
Sun Dec 31 15:41:39 2023	1704033699	0	10025	10026	10015
Sun Dec 31 15:49:20 2023	1704034160	0	10025	10026	10013
Sun Dec 31 15:40:19 2023	1704033619	0	10025	10026	10014
Sun Dec 31 15:40:59 2023	1704033659	0	10026	10026	10013
Sun Dec 31 15:36:48 2023	1704033408	0	10026	10026	10014
Sun Dec 31 15:52:51 2023	1704034371	0	10026	10026	10014
Sun Dec 31 15:50:00 2023	1704034200	0	10026	10026	10014
Sun Dec 31 15:41:09 2023	1704033669	0	10026	10026	10015
Sun Dec 31 15:44:19 2023	1704033859	0	10026	10026	10015
Sun Dec 31 15:40:29 2023	1704033629	0	10026	10026	10015
Sun Dec 31 15:46:40 2023	1704034000	0	10026	10026	10014
Sun Dec 31 15:50:50 2023	1704034250	0	10026	10026	10015
Sun Dec 31 15:49:20 2023	1704034160	0	10026	10026	10014
Sun Dec 31 15:49:20 2023	1704034160	0	10026	10026	10014
Sun Dec 31 15:51:20 2023	1704034280	0	10026	10026	10015
Sun Dec 31 15:44:19 2023	1704033859	0	10026	10026	10012
Sun Dec 31 15:42:39 2023	1704033759	0	10026	10026	10015
Sun Dec 31 15:40:59 2023	1704033659	0	10026	10026	10014
Sun Dec 31 15:48:40 2023	1704034120	0	10026	10026	10013
Sun Dec 31 15:41:39 2023	1704033699	0	10026	10026	10014
Sun Dec 31 15:52:41 2023	1704034361	0	10026	10026	10014
Sun Dec 31 15:37:48 2023	1704033468	0	10026	10026	10015
Sun Dec 31 15:43:59 2023	1704033839	0	10026	10026	10015
Sun Dec 31 15:38:18 2023	1704033498	0	10026	10026	10014
Sun Dec 31 15:37:48 2023	1704033468	0	10026	10026	10014
Sun Dec 31 15:41:09 2023	1704033669	0	10026	10026	10013
Sun Dec 31 15:44:19 2023	1704033859	0	10026	10026	10012
Sun Dec 31 15:48:30 2023	1704034110	0	10026	10026	10014
Sun Dec 31 15:45:29 2023	1704033929	0	10026	10026	10015
Sun Dec 31 15:47:20 2023	1704034040	0	10026	10026	10013
Sun Dec 31 15:43:49 2023	1704033829	0	10026	10026	10014
Sun Dec 31 15:48:40 2023	1704034120	0	10026	10026	10014
Sun Dec 31 15:48:10 2023	1704034090	0	10026	10026	10015
Sun Dec 31 15:40:59 2023	1704033659	0	10026	10026	10015
Sun Dec 31 15:52:41 2023	1704034361	0	10026	10026	10013
Sun Dec 31 15:43:49 2023	1704033829	0	10026	10026	10015
Sun Dec 31 15:47:30 2023	1704034050	0	10026	10026	10013
Sun Dec 31 15:49:40 2023	1704034180	0	10026	10026	10014
Sun Dec 31 15:43:49 2023	1704033829	0	10026	10026	10014
Sun Dec 31 15:51:00 2023	1704034260	0	10026	10026	10013
Sun Dec 31 15:47:30 2023	1704034050	0	10026	10026	10015
Sun Dec 31 15:48:30 2023	1704034110	0	10026	10026	10008
Sun Dec 31 15:53:01 2023	1704034381	0	10026	10026	10014
Sun Dec 31 15:41:19 2023	1704033679	0	10026	10026	10014
Sun Dec 31 15:47:50 2023	1704034070	0	10026	10026	10015
Sun Dec 31 15:52:41 2023	1704034361	0	10026	10026	10015
Sun Dec 31 15:43:39 2023	1704033819	0	10026	10026	10014
Sun Dec 31 15:52:51 2023	1704034371	0	10026	10026	10013
Sun Dec 31 15:39:29 2023	1704033569	0	10026	10026	10015
Sun Dec 31 15:46:50 2023	1704034010	0	10026	10026	10013
Sun Dec 31 15:46:00 2023	1704033960	0	10026	10026	10014
Sun Dec 31 15:49:20 2023	1704034160	0	10026	10026	10015
Sun Dec 31 15:47:10 2023	1704034030	0	10026	10026	10014
Sun Dec 31 15:50:30 2023	1704034230	0	10026	10026	10014
Sun Dec 31 15:50:40 2023	1704034240	0	10026	10026	10013
Sun Dec 31 15:41:09 2023	1704033669	0	10026	10026	10016
Sun Dec 31 15:39:09 2023	1704033549	0	10026	10026	10014
Sun Dec 31 15:52:00 2023	1704034320	0	10026	10026	10015
Sun Dec 31 15:50:30 2023	1704034230	0	10026	10026	10013
Sun Dec 31 15:43:49 2023	1704033829	0	10026	10026	10014
Sun Dec 31 15:48:40 2023	1704034120	0	10026	10026	10015
Sun Dec 31 15:50:10 2023	1704034210	0	10026	10026	10014
Sun Dec 31 15:50:40 2023	1704034240	0	10026	10026	10012
Sun Dec 31 15:49:50 2023	1704034190	0	10026	10026	10010
Sun Dec 31 15:52:31 2023	1704034351	0	10026	10026	10014
Sun Dec 31 15:46:50 2023	1704034010	0	10026	10026	10015
Sun Dec 31 15:43:59 2023	1704033839	0	10026	10026	10015
Sun Dec 31 15:52:21 2023	1704034341	0	10026	10026	10014
Sun Dec 31 15:42:09 2023	1704033729	0	10026	10026	10014
Sun Dec 31 15:41:29 2023	1704033689	0	10026	10026	10014
Sun Dec 31 15:50:40 2023	1704034240	0	10026	10026	10016
Sun Dec 31 15:50:20 2023	1704034220	0	10026	10026	10015
Sun Dec 31 15:49:00 2023	1704034140	0	10026	10026	10013
Sun Dec 31 15:43:59 2023	1704033839	0	10026	10027	10016
Sun Dec 31 15:46:40 2023	1704034000	0	10026	10027	10014
Sun Dec 31 15:52:21 2023	1704034341	0	10026	10027	10015
Sun Dec 31 15:43:39 2023	1704033819	0	10026	10027	10014
Sun Dec 31 15:50:50 2023	1704034250	0	10026	10027	10013
Sun Dec 31 15:47:20 2023	1704034040	0	10026	10027	10015
Sun Dec 31 15:46:00 2023	1704033960	0	10026	10027	10013
Sun Dec 31 15:51:20 2023	1704034280	0	10027	10027	10014
Sun Dec 31 15:47:30 2023	1704034050	0	10027	10027	10015
Sun Dec 31 15:46:40 2023	1704034000	0	10027	10027	10015
Sun Dec 31 15:44:29 2023	1704033869	0	10027	10027	10013
Sun Dec 31 15:38:59 2023	1704033539	0	10027	10027	10014
Sun Dec 31 15:49:20 2023	1704034160	0	10027	10027	10015
Sun Dec 31 15:52:51 2023	1704034371	0	10027	10027	10012
Sun Dec 31 15:48:10 2023	1704034090	0	10027	10027	10015
Sun Dec 31 15:53:01 2023	1704034381	0	10027	10027	10014
Sun Dec 31 15:45:29 2023	1704033929	0	10027	10027	10013
Sun Dec 31 15:42:39 2023	1704033759	0	10027	10027	10014
Sun Dec 31 15:46:00 2023	1704033960	0	10027	10027	10015
Sun Dec 31 15:43:59 2023	1704033839	0	10027	10027	10014
Sun Dec 31 15:38:18 2023	1704033498	0	10027	10027	10015
Sun Dec 31 15:44:09 2023	1704033849	0	10027	10027	10013
Sun Dec 31 15:44:39 2023	1704033879	0	10027	10027	10016
Sun Dec 31 15:43:49 2023	1704033829	0	10027	10027	10012
Sun Dec 31 15:49:40 2023	1704034180	0	10027	10027	10016
Sun Dec 31 15:45:19 2023	1704033919	0	10027	10027	10015
Sun Dec 31 15:51:20 2023	1704034280	0	10027	10027	10015
Sun Dec 31 15:45:50 2023	1704033950	0	10027	10027	10013
Sun Dec 31 15:47:30 2023	1704034050	0	10027	10027	10016
Sun Dec 31 15:41:09 2023	1704033669	0	10027	10027	10016
Sun Dec 31 15:48:10 2023	1704034090	0	10027	10027	10016
Sun Dec 31 15:48:40 2023	1704034120	0	10027	10027	10014
Sun Dec 31 15:53:01 2023	1704034381	0	10027	10027	10013
Sun Dec 31 15:49:10 2023	1704034150	0	10027	10027	10016
Sun Dec 31 15:44:29 2023	1704033869	0	10027	10027	10012
Sun Dec 31 15:45:39 2023	1704033939	0	10027	10027	10017
Sun Dec 31 15:47:10 2023	1704034030	0	10027	10027	10011
Sun Dec 31 15:50:20 2023	1704034220	0	10027	10027	10013
Sun Dec 31 15:52:21 2023	1704034341	0	10027	10027	10016
Sun Dec 31 15:53:01 2023	1704034381	0	10027	10027	10015
Sun Dec 31 15:52:10 2023	1704034330	0	10027	10027	10012
Sun Dec 31 15:46:30 2023	1704033990	0	10027	10027	10013
Sun Dec 31 15:53:01 2023	1704034381	0	10027	10027	10015
Sun Dec 31 15:51:10 2023	1704034270	0	10027	10027	10014
Sun Dec 31 15:47:00 2023	1704034020	0	10027	10027	10016
Sun Dec 31 15:45:19 2023	1704033919	0	10027	10027	10012
Sun Dec 31 15:48:50 2023	1704034130	0	10027	10027	10017
Sun Dec 31 15:40:09 2023	1704033609	0	10027	10027	10015
Sun Dec 31 15:49:00 2023	1704034140	0	10027	10027	10014
Sun Dec 31 15:47:20 2023	1704034040	0	10027	10027	10016
Sun Dec 31 15:46:50 2023	1704034010	0	10027	10027	10015
Sun Dec 31 15:49:00 2023	1704034140	0	10027	10027	10013
Sun Dec 31 15:45:50 2023	1704033950	0	10027	10027	10014
Sun Dec 31 15:51:20 2023	1704034280	0	10027	10027	10015
Sun Dec 31 15:52:31 2023	1704034351	0	10027	10027	10015
Sun Dec 31 15:46:40 2023	1704034000	0	10027	10027	10012
Sun Dec 31 15:52:51 2023	1704034371	0	10027	10027	10013
Sun Dec 31 15:39:59 2023	1704033599	0	10027	10027	10015
Sun Dec 31 15:47:10 2023	1704034030	0	10027	10027	10016
Sun Dec 31 15:47:30 2023	1704034050	0	10027	10027	10015
Sun Dec 31 15:49:30 2023	1704034170	0	10027	10027	10015
Sun Dec 31 15:47:00 2023	1704034020	0	10027	10027	10016
Sun Dec 31 15:49:40 2023	1704034180	0	10027	10027	10015
Sun Dec 31 15:46:50 2023	1704034010	0	10027	10027	10015
Sun Dec 31 15:50:30 2023	1704034230	0	10027	10028	10015
Sun Dec 31 15:46:20 2023	1704033980	0	10027	10028	10016
Sun Dec 31 15:49:20 2023	1704034160	0	10027	10028	10016
Sun Dec 31 15:53:01 2023	1704034381	0	10027	10028	10013
Sun Dec 31 15:46:30 2023	1704033990	0	10027	10028	10015
Sun Dec 31 15:47:10 2023	1704034030	0	10028	10028	10015
Sun Dec 31 15:44:59 2023	1704033899	0	10028	10028	10014
Sun Dec 31 15:43:29 2023	1704033809	0	10028	10028	10014
Sun Dec 31 15:48:50 2023	1704034130	0	10028	10028	10012
Sun Dec 31 15:50:30 2023	1704034230	0	10028	10028	10012
Sun Dec 31 15:51:30 2023	1704034290	0	10028	10028	10012
Sun Dec 31 15:51:40 2023	1704034300	0	10028	10028	10010
Sun Dec 31 15:50:00 2023	1704034200	0	10028	10028	10014
Sun Dec 31 15:36:28 2023	1704033388	0	10028	10028	10017
Sun Dec 31 15:47:40 2023	1704034060	0	10028	10028	10012
Sun Dec 31 15:48:30 2023	1704034110	0	10028	10028	10009
Sun Dec 31 15:49:40 2023	1704034180	0	10028	10028	10017
Sun Dec 31 15:49:40 2023	1704034180	0	10028	10028	10015
Sun Dec 31 15:48:00 2023	1704034080	0	10028	10028	10010
Sun Dec 31 15:53:01 2023	1704034381	0	10028	10028	10015
Sun Dec 31 15:41:09 2023	1704033669	0	10028	10028	10012
Sun Dec 31 15:39:59 2023	1704033599	0	10028	10028	10017
Sun Dec 31 15:52:00 2023	1704034320	0	10028	10028	10013
Sun Dec 31 15:48:20 2023	1704034100	0	10028	10028	10014
Sun Dec 31 15:48:20 2023	1704034100	0	10028	10028	10013
Sun Dec 31 15:50:40 2023	1704034240	0	10028	10028	10012
Sun Dec 31 15:51:10 2023	1704034270	0	10028	10028	10010
Sun Dec 31 15:50:00 2023	1704034200	0	10028	10028	10012
Sun Dec 31 15:49:40 2023	1704034180	0	10028	10028	10016
Sun Dec 31 15:50:30 2023	1704034230	0	10028	10028	10014
Sun Dec 31 15:51:10 2023	1704034270	0	10028	10028	10017
Sun Dec 31 15:51:20 2023	1704034280	0	10028	10028	10017
Sun Dec 31 15:49:40 2023	1704034180	0	10028	10028	10015
Sun Dec 31 15:47:10 2023	1704034030	0	10028	10028	10016
Sun Dec 31 15:49:30 2023	1704034170	0	10028	10028	10015
Sun Dec 31 15:51:00 2023	1704034260	0	10028	10028	10017
Sun Dec 31 15:48:10 2023	1704034090	0	10028	10028	10012
Sun Dec 31 15:47:50 2023	1704034070	0	10028	10028	10014
Sun Dec 31 15:49:40 2023	1704034180	0	10028	10028	10014
Sun Dec 31 15:47:10 2023	1704034030	0	10028	10028	10015
Sun Dec 31 15:52:21 2023	1704034341	0	10028	10028	10018
Sun Dec 31 15:52:10 2023	1704034330	0	10028	10028	10011
Sun Dec 31 15:39:49 2023	1704033589	0	10029	10029	10017
Sun Dec 31 15:47:20 2023	1704034040	0	10028	10029	10015
Sun Dec 31 15:36:28 2023	1704033388	0	10028	10029	10016
Sun Dec 31 15:40:09 2023	1704033609	0	10029	10029	10015
Sun Dec 31 15:47:10 2023	1704034030	0	10029	10029	10010
Sun Dec 31 15:36:28 2023	1704033388	0	10028	10029	10017
Sun Dec 31 15:48:00 2023	1704034080	0	10029	10029	10017
Sun Dec 31 15:49:00 2023	1704034140	0	10029	10029	10012
Sun Dec 31 15:46:20 2023	1704033980	0	10029	10029	10017
Sun Dec 31 15:49:10 2023	1704034150	0	10029	10029	10018
Sun Dec 31 15:49:20 2023	1704034160	0	10029	10029	10017
Sun Dec 31 15:47:30 2023	1704034050	0	10029	10029	10016
Sun Dec 31 15:49:00 2023	1704034140	0	10029	10029	10018
Sun Dec 31 15:52:31 2023	1704034351	0	10029	10029	10015
Sun Dec 31 15:48:00 2023	1704034080	0	10029	10029	10013
Sun Dec 31 15:52:10 2023	1704034330	0	10029	10029	10017
Sun Dec 31 15:36:28 2023	1704033388	0	10028	10029	10016
Sun Dec 31 15:46:10 2023	1704033970	0	10029	10029	10010
Sun Dec 31 15:49:50 2023	1704034190	0	10029	10029	10014
Sun Dec 31 15:51:10 2023	1704034270	0	10029	10029	10012
Sun Dec 31 15:47:40 2023	1704034060	0	10029	10029	10013
Sun Dec 31 15:46:20 2023	1704033980	0	10029	10029	10018
Sun Dec 31 15:49:30 2023	1704034170	0	10029	10029	10018
Sun Dec 31 15:50:00 2023	1704034200	0	10029	10029	10016
Sun Dec 31 15:47:10 2023	1704034030	0	10029	10029	10016
Sun Dec 31 15:39:59 2023	1704033599	0	10029	10029	10014
Sun Dec 31 15:50:40 2023	1704034240	0	10029	10029	10016
Sun Dec 31 15:48:50 2023	1704034130	0	10029	10029	10013
Sun Dec 31 15:51:20 2023	1704034280	0	10029	10029	10018
Sun Dec 31 15:48:00 2023	1704034080	0	10029	10029	10017
Sun Dec 31 15:46:40 2023	1704034000	0	10029	10029	10015
Sun Dec 31 15:38:59 2023	1704033539	0	10029	10029	10014
Sun Dec 31 15:52:21 2023	1704034341	0	10029	10029	10016
Sun Dec 31 15:48:50 2023	1704034130	0	10029	10029	10012
